invoice_number,order_id,product_id,line_number,quantity,unit_price,sales_amount,discount_amount,cost_amount,margin_amount
125314,219973,64820,3000,1,817.68,817.68,601.9033,359.2,458.48
125315,220080,37847,10000,20,22.77,455.4,0.0,184.21,271.19
125315,220080,28929,2000,35,17.14,599.9,0.0,259.95,339.95
125315,220080,36015,5000,20,17.0,340.0,0.0,116.31,223.69
125315,220080,38076,14000,240,251.72,60412.8,0.0,27750.89,32661.91
125316,220095,38051,5000,1,332.62,332.62,244.84,209.47,123.15
125316,220095,30289,1000,1,819.92,819.92,670.84,546.44,273.48
125319,220194,38061,1000,1,217.9,217.9,160.39,77.66,140.24
125320,220201,39680,72000,3,142.6166667,427.85,361.6,304.58,123.27
125324,220239,26113,1000,1,282.07,282.07,262.05,190.21,91.86
125325,220255,63003,26000,2,136.8,273.6,226.4,136.8,136.8
125326,220290,63253,8000,2,191.415,382.83,316.79,183.42,199.41
125327,220297,63253,2000,1,201.49,201.49,148.32,91.71,109.78
125328,220318,29460,1000,1,253.11,253.11,186.3171,97.88,155.23
125328,220318,64820,3000,1,817.68,817.68,601.9033,359.2,458.48
125339,220549,601700,2000,12,107.9991667,1295.99,1322.17,718.8,577.19
125339,220549,64800,1000,36,226.0022222,8136.08,8300.44,4676.08,3460.0
125339,220549,604700,3000,36,297.275,10701.9,9998.1,7514.34,3187.56
125340,220569,30093,11000,1,277.57,277.57,214.15,159.14,118.43
125340,220569,29255,8000,1,286.61,286.61,221.14,162.89,123.72
125340,220569,28500,7000,1,597.6,597.6,461.0801,309.64,287.96
125340,220569,47550,17000,1,655.19,655.19,505.51,319.05,336.14
125340,220569,26502,6000,2,530.37,1060.74,818.4,546.1,514.64
125342,220664,63073,1000,50,95.2,4760.0,5240.0,2460.1,2299.9
125343,220696,38061,3000,1,217.9,217.9,160.39,77.66,140.24
125343,220696,38051,2000,1,332.62,332.62,244.84,209.47,123.15
125343,220696,47801,1000,1,937.64,937.64,690.2,475.75,461.89
125344,220725,31619,2000,1,219.5,219.5,4.48,42.89,176.61
125346,220755,64820,1000,2,817.68,1635.36,1203.8066,718.39,916.97
125350,220771,38845,36000,2,108.0,216.0,166.66,109.41,106.59
125350,220771,39972,40000,4,125.5175,502.07,387.37,212.56,289.51
125352,220773,30290,1000,1,866.6,866.6,668.61,560.51,306.09
125356,220781,38076,1000,1,309.71,309.71,238.95,115.63,194.08
125358,220789,64820,1000,1,817.68,817.68,601.9033,359.2,458.48
125359,220790,38821,48000,2,106.615,213.23,192.69,131.46,81.77
125359,220790,38875,49000,2,129.79,259.58,234.56,170.64,88.94
125359,220790,38826,17000,4,123.3425,493.37,398.87,148.47,344.9
125359,220790,29071,9000,6,100.3283333,601.97,486.67,179.18,422.79
125359,220790,38109,47000,1,579.42,579.42,523.58,448.32,131.1
125373,220870,30289,1000,1,894.46,894.46,596.3,546.44,348.02
125375,220873,61554,1000,2,141.185,282.37,188.25,157.93,124.44
125381,220897,61802,3000,2,258.0,516.0,0.0,0.0,516.0
125383,220899,62846,1000,300,186.04,55812.0,0.0,26131.68,29680.32
125384,220902,26113,1000,1,313.41,313.41,230.71,190.21,123.2
125389,220910,15712,1000,4,88.4775,353.91,292.85,88.32,265.59
125112,220296,61929,1000,2,113.045,226.09,197.69,137.42,88.67
125115,219386,62858,20000,2,158.67,317.34,277.4866,170.24,147.1
125115,219386,63663,31000,5,150.996,754.98,660.17,440.45,314.53
125115,219386,39185,25000,10,140.391,1403.91,1227.59,904.48,499.43
125116,220756,29460,1000,1,209.9,209.9,175.94,97.88,112.02
125118,220493,45880,2000,1,446.83,446.83,320.92,288.16,158.67
125118,220493,265072,1000,2,982.49,1964.98,1411.28,939.98,1025.0
125119,219188,30424,1000,50,12.3552,617.76,0.0,404.76,213.0
125120,220305,61687,1000,260,22.38319231,5819.63,0.002,4655.09,1164.54
125121,220311,24790,1000,32,14.0678125,450.17,0.0028,650.66,-200.49
125122,220395,35012,1000,48,14.25604167,684.29,-0.002,382.66,301.63
125124,217489,24790,1000,308,14.06788961,4332.91,0.0032,6262.63,-1929.72
125125,217493,35111,1000,60,12.28583333,737.15,0.004,178.14,559.01
125126,217506,35010,1000,120,38.55058333,4626.07,0.002,2245.01,2381.06
125127,217509,30448,1000,135,12.38488889,1671.96,0.0015,1325.58,346.38
125128,217752,30449,1000,128,24.0371875,3076.76,0.0016,1911.65,1165.11
125130,219178,35012,1000,288,14.25600694,4105.73,-0.002,2295.94,1809.79
125139,220817,33245,1000,1,466.9,466.9,0.0,264.36,202.54
125140,216401,38815,130000,24,74.92458333,1798.19,1660.93,1262.2,535.99
125141,216947,39680,86000,2,143.995,287.99,238.31,203.05,84.94
125149,218346,38786,41000,3,228.8633333,686.59,36.14,140.14,546.45
125149,218346,38815,45000,15,74.92466667,1123.87,1038.08,788.87,335.0
125150,218576,38786,32001,4,228.865,915.46,48.18,186.85,728.61
125151,219020,67550,48000,2,697.735,1395.47,1154.73,690.4,705.07
125153,219374,34788,6000,1,209.14,209.14,209.14,81.69,127.45
125154,219398,29091,9000,5,86.38,431.9,356.9,296.61,135.29
125155,219446,67550,1000,4,697.735,2790.94,2309.46,1380.8,1410.14
125156,219485,36001,21000,2,232.585,465.17,358.89,168.47,296.7
125158,219602,38842,83000,2,101.34,202.68,183.14,107.15,95.53
125158,219602,63002,106000,2,131.33,262.66,237.34,116.37,146.29
125158,219602,39185,84000,2,138.235,276.47,249.83,180.9,95.57
125159,219604,67550,1000,10,697.735,6977.35,5773.65,3452.01,3525.34
125160,219770,39185,35000,3,144.0866667,432.26,357.19,271.34,160.92
125161,219801,63002,42000,3,136.8,410.4,339.6,174.55,235.85
125161,219801,67550,44000,12,697.735,8372.82,6928.38,4142.41,4230.41
125162,219842,63002,63000,4,136.8,547.2,452.8,232.74,314.46
125162,219842,67550,67000,3,697.7333333,2093.2,1732.1,1035.6,1057.6
125163,219846,13910,5000,4,59.01,236.04,195.32,127.62,108.42
125164,219847,67550,33000,2,697.735,1395.47,1154.73,690.4,705.07
125167,220192,39030,1001,7,79.36857143,555.58,485.81,316.9,238.68
125174,220454,11690,10000,2,110.79,221.58,163.1,66.78,154.8
125174,220454,26150,1000,1,317.32,317.32,233.59,87.35,229.97
125174,220454,20990,9000,6,58.17666667,349.06,256.94,176.14,172.92
125174,220454,26502,3000,1,541.19,541.19,398.38,273.05,268.14
125174,220454,47801,7000,1,937.64,937.64,690.2,475.75,461.89
125175,220474,28739,22000,3,86.32666667,258.98,214.3,177.96,81.02
125175,220474,604700,45000,1,300.44,300.44,274.56,208.73,91.71
125175,220474,38826,35000,3,122.06,366.18,303.0,111.35,254.83
125175,220474,28401,21000,1,528.84,528.84,437.6,278.38,250.46
125175,220474,20910,12000,3,451.4166667,1354.25,1120.63,782.94,571.31
125175,220474,26502,20000,3,514.1333333,1542.4,1276.31,819.15,723.25
125176,220516,64800,1000,36,226.0022222,8136.08,8300.44,4676.08,3460.0
125177,220551,26370,4000,2,118.23,236.46,174.06,115.07,121.39
125177,220551,26361,2000,2,253.265,506.53,372.87,269.34,237.19
125177,220551,67550,8000,1,734.46,734.46,540.64,345.2,389.26
125179,220589,67550,1000,1,697.73,697.73,577.37,345.2,352.53
125192,220617,37170,12000,2,104.435,208.87,172.83,85.26,123.61
125192,220617,26361,6000,1,240.6,240.6,199.1,134.67,105.93
125192,220617,601700,15000,2,114.0,228.0,208.36,119.8,108.2
125192,220617,30093,10000,1,269.07,269.07,222.65,159.14,109.93
125192,220617,48500,14000,1,620.95,620.95,513.82,326.87,294.08
125192,220617,20990,4000,12,55.2675,663.21,548.79,352.28,310.93
125192,220617,28401,8000,4,528.835,2115.34,1750.42,1113.53,1001.81
125194,220634,64820,2000,1,817.68,817.68,601.9033,359.2,458.48
125197,220637,38061,2000,1,213.54,213.54,164.75,77.66,135.88
125197,220637,38051,1000,1,325.96,325.96,251.5,209.47,116.49
125199,220641,32720,6000,10,29.37,293.7,216.2,77.03,216.67
125199,220641,11690,4000,3,110.7866667,332.36,244.66,100.16,232.2
125199,220641,29071,5000,12,104.5091667,1254.11,923.17,358.37,895.74
125202,220650,30093,1000,1,269.07,269.07,222.65,159.14,109.93
125203,220656,604700,2000,1,309.93,309.93,265.07,208.73,101.2
125203,220656,62027,43000,4,102.4875,409.95,316.29,287.11,122.84
125203,220656,61145,42000,3,181.56,544.68,420.24,402.36,142.32
125203,220656,28401,25000,1,545.54,545.54,420.9,278.38,267.16
125203,220656,29255,27000,2,286.615,573.23,442.27,325.78,247.45
125203,220656,45880,40000,2,433.38,866.76,668.74,576.32,290.44
125203,220656,47801,41000,1,918.88,918.88,708.96,475.75,443.13
125203,220656,20910,20000,2,465.675,931.35,718.57,521.96,409.39
125203,220656,37441,34000,2,707.965,1415.93,1092.4498,688.55,727.38
125209,220668,11690,1000,20,110.788,2215.76,1631.04,667.75,1548.01
125209,220668,29071,2000,50,104.5094,5225.47,3846.53,1493.2,3732.27
125218,220684,30289,1000,2,815.745,1631.49,1350.03,1092.88,538.61
125222,220693,38076,1000,1,316.03,316.03,232.63,115.63,200.4
125231,220720,30289,1000,1,894.46,894.46,596.3,546.44,348.02
125233,220730,63654,2000,1,283.26,283.26,234.39,54.79,228.47
125233,220730,63664,1000,1,352.94,352.94,292.06,241.11,111.83
125237,220747,61770,48000,2,106.21,212.42,175.78,117.23,95.19
125237,220747,17820,6000,2,126.135,252.27,208.75,154.72,97.55
125237,220747,21390,10000,5,57.28,286.4,237.0,132.38,154.02
125237,220747,39681,39000,1,307.0,307.0,254.04,197.99,109.01
125237,220747,35095,27000,2,154.875,309.75,256.31,151.14,158.61
125237,220747,61857,49000,2,156.055,312.11,258.27,170.43,141.68
125237,220747,26370,15000,3,112.3166667,336.95,278.83,172.61,164.34
125237,220747,29397,22000,4,85.5775,342.31,283.25,197.48,144.83
125237,220747,5742,42000,6,63.09833333,378.59,313.27,116.31,262.28
125237,220747,39901,40000,2,189.455,378.91,313.55,224.61,154.3
125237,220747,63065,52000,3,128.6466667,385.94,319.36,190.63,195.31
125237,220747,37170,28000,4,104.4325,417.73,345.67,170.53,247.2
125237,220747,25883,13000,2,227.04,454.08,375.74,151.96,302.12
125237,220747,30092,24000,3,154.8733333,464.62,384.47,231.29,233.33
125237,220747,30093,25000,2,269.07,538.14,445.3,318.29,219.85
125237,220747,26161,14000,1,605.59,605.59,501.11,293.17,312.42
125237,220747,38051,33000,2,315.985,631.97,522.95,418.94,213.03
125237,220747,37441,31000,1,686.29,686.29,567.8999,344.28,342.01
125237,220747,26502,16000,2,514.135,1028.27,850.87,546.1,482.17
125237,220747,47801,41000,2,890.755,1781.51,1474.17,951.5,830.01
125237,220747,20910,9000,5,451.418,2257.09,1867.71,1304.9,952.19
125237,220747,28401,19000,7,528.8357143,3701.85,3063.23,1948.67,1753.18
125237,220747,17801,5000,7,783.1685714,5482.18,4536.43,3147.84,2334.34
125240,220754,601700,1000,24,119.9991667,2879.98,2356.34,1437.61,1442.37
125242,220761,29394,7000,4,69.51,278.04,214.52,183.02,95.02
125242,220761,62027,16000,3,102.4866667,307.46,237.22,215.33,92.13
125242,220761,38826,13000,3,125.9133333,377.74,291.44,111.35,266.39
125242,220761,29071,6000,4,102.42,409.68,316.08,119.46,290.22
125242,220761,20910,1000,1,465.67,465.67,359.29,260.98,204.69
125242,220761,47801,15000,2,918.885,1837.77,1417.91,951.5,886.27
125242,220761,47550,14000,6,655.1916667,3931.15,3033.05,1914.3,2016.85
125244,220769,47550,8000,1,655.19,655.19,505.51,319.05,336.14
125244,220769,30289,1000,2,841.505,1683.01,1298.51,1092.88,590.13
125244,220769,27550,7000,3,612.24,1836.72,1417.11,907.96,928.76
125244,220769,17801,6000,4,807.9,3231.6,2493.32,1798.77,1432.83
125257,220856,62742,1000,1,205.2,205.2,169.8,125.93,79.27
125013,218202,62018,1000,35,23.77,831.95,0.0,595.0,236.95
125014,216924,35118,1000,144,543.5,78264.0,68435.1504,43607.06,34656.94
125015,220728,67550,1000,1,680.27,680.27,594.83,345.2,335.07
125016,220737,47550,2000,2,619.235,1238.47,1082.93,638.1,600.37
125018,219561,37559,1000,1000,0.3929,392.9,0.0,340.1,52.8
125023,220377,64008,3000,5,120.0,600.0,490.9,301.57,298.43
125023,220377,64009,5000,3,321.75,965.25,789.75,625.87,339.38
125023,220377,380762,2000,6,255.1233333,1530.74,1826.14,776.35,754.39
125023,220377,67550,1000,6,680.265,4081.59,3569.01,2071.2,2010.39
125024,220466,11391,10000,10,33.899,338.99,296.41,189.52,149.47
125024,220466,61752,4000,1,428.86,428.86,375.0,389.73,39.13
125025,215988,37574,1000,12,131.7875,1581.45,1878.27,1118.13,463.32
125028,217027,36031,7000,5,59.824,299.12,329.28,113.37,185.75
125028,217027,36015,6000,100,17.6358,1763.58,1941.42,581.53,1182.05
125029,219450,40570,7000,15,19.5,292.5,0.0,201.9,90.6
125029,219450,40591,8001,11,80.0,880.0,0.0,825.0,55.0
125029,219450,40599,5000,5,85.0,425.0,0.0,383.06,41.94
125030,220449,36031,16000,3,69.49666667,208.49,168.55,68.02,140.47
125030,220449,30490,41000,1,225.63,225.63,182.41,144.21,81.42
125030,220449,26361,32000,1,243.14,243.14,196.56,134.67,108.47
125030,220449,37225,19000,3,69.16,207.48,209.43,135.8,71.68
125030,220449,26370,9000,3,113.5,340.5,275.28,172.61,167.89
125030,220449,36015,35000,20,20.487,409.74,331.26,116.31,293.43
125030,220449,29255,39000,2,280.765,561.53,453.97,325.78,235.75
125030,220449,37441,20000,1,693.52,693.52,560.6699,344.28,349.24
125030,220449,38076,33000,3,303.3866667,910.16,735.82,346.89,563.27
125030,220449,28500,12000,3,585.4066667,1756.22,1419.8203,928.93,827.29
125031,220659,63070,8000,5,48.05,240.25,176.85,95.05,145.2
125031,220659,36031,16000,4,72.3925,289.57,213.15,90.69,198.88
125031,220659,38894,20000,2,147.65,295.3,217.38,98.98,196.32
125031,220659,36001,25000,2,237.33,474.66,349.4,168.47,306.19
125032,215892,28718,5000,408,2.66,1085.28,0.0,987.6,97.68
125033,215893,63645,5000,400,2.15,860.0,0.0,784.16,75.84
125034,215894,63113,5001,300,5.35,1605.0,0.0,1339.02,265.98
125035,215910,36013,5000,480,8.69,4171.2,0.0,2332.51,1838.69
125036,216040,60461,5000,378,142.17,53740.26,0.0,21800.55,31939.71
125037,216153,63080,14000,45,268.13,12065.85,13282.5735,6004.06,6061.79
125037,216153,63080,11000,126,268.13,33784.38,37191.2058,16811.37,16973.01
125037,216153,63080,14001,355,268.13,95186.15,104784.7465,47365.38,47820.77
125038,216159,35197,19001,500,183.03,91515.0,100743.4,48692.25,42822.75
125039,216166,63081,7000,55,189.25,10408.75,11458.37,5506.29,4902.46
125040,216167,38997,12000,272,183.03,49784.16,54804.4096,25334.79,24449.37
125043,217577,38786,2000,2,228.865,457.73,24.09,93.43,364.3
125046,218359,38786,15000,1,228.86,228.86,12.05,46.71,182.15
125048,219172,67550,1000,5,697.734,3488.67,2886.83,1726.0,1762.67
125049,219293,38815,2000,3,74.92333333,224.77,207.62,157.77,67.0
125051,219451,67550,1000,1,697.73,697.73,577.37,345.2,352.53
125052,219454,67550,2000,3,697.7333333,2093.2,1732.1,1035.6,1057.6
125053,219524,38786,105000,4,120.225,480.9,482.74,186.85,294.05
125054,219526,67550,1000,10,697.735,6977.35,5773.65,3452.01,3525.34
125055,219853,39116,17000,1,460.76,460.76,381.28,320.16,140.6
125055,219853,67550,23000,2,697.735,1395.47,1154.73,690.4,705.07
125059,220457,62027,3000,10,104.579,1045.79,769.81,717.78,328.01
125059,220457,38050,2000,9,173.5088889,1561.58,1149.49,969.94,591.64
125059,220457,17801,1000,10,824.389,8243.89,6068.41,4496.92,3746.97
125060,220472,38051,12000,1,322.64,322.64,254.82,209.47,113.17
125060,220472,67550,11000,1,712.42,712.42,562.68,345.2,367.22
125061,220507,38772,22000,3,68.76666667,206.3,170.71,158.3,48.0
125061,220507,25300,7000,2,109.115,218.23,180.59,111.87,106.36
125061,220507,37606,18000,1,223.54,223.54,184.98,115.14,108.4
125061,220507,28761,14000,3,86.32666667,258.98,214.3,143.24,115.74
125061,220507,39850,24000,1,230.25,230.25,237.28,205.72,24.53
125061,220507,38076,20000,1,300.23,300.23,248.43,115.63,184.6
125061,220507,29312,15000,15,24.17533333,362.63,300.07,198.42,164.21
125061,220507,38826,23000,4,122.0575,488.23,404.01,148.47,339.76
125061,220507,26502,9000,2,514.135,1028.27,850.87,546.1,482.17
125061,220507,28401,13000,3,528.8366667,1586.51,1312.81,835.14,751.37
125061,220507,47801,26000,3,890.7533333,2672.26,2211.26,1427.24,1245.02
125061,220507,20990,4000,50,49.7406,2487.03,2562.97,1467.83,1019.2
125061,220507,27550,12000,6,593.4983333,3560.99,2946.67,1815.92,1745.07
125061,220507,47550,25000,6,635.135,3810.81,3153.39,1914.3,1896.51
125061,220507,17801,3000,5,783.17,3915.85,3240.3,2248.46,1667.39
125063,220544,25300,1000,2,114.86,229.72,169.1,111.87,117.85
125065,220548,30289,1000,1,815.74,815.74,675.02,546.44,269.3
125072,220578,61757,1000,1,426.68,426.68,377.18,390.08,36.6
125076,220621,29255,1000,1,292.46,292.46,215.29,162.89,129.57
125081,220643,26370,6000,2,112.32,224.64,185.88,115.07,109.57
125081,220643,38826,11000,2,122.06,244.12,202.0,74.23,169.89
125081,220643,62672,14000,2,122.16,244.32,225.68,80.83,163.49
125081,220643,63253,17000,2,191.415,382.83,316.79,183.42,199.41
125081,220643,20910,3000,1,451.42,451.42,373.54,260.98,190.44
125081,220643,26502,7000,1,514.13,514.13,425.44,273.05,241.08
125081,220643,47550,12000,2,635.135,1270.27,1051.13,638.1,632.17
125088,220676,26370,2000,40,119.46125,4778.45,3431.95,2301.49,2476.96
125088,220676,45880,1000,24,446.8304167,10723.93,7702.07,6915.83,3808.1
125090,220691,29758,1000,1,281.88,281.88,233.26,153.9,127.98
125092,220703,33086,1000,1,209.76,209.76,52.44,74.45,135.31
125094,220716,62672,1000,20,141.0,2820.0,1880.0,808.34,2011.66
125097,220740,17801,4000,1,783.17,783.17,648.06,449.69,333.48
125097,220740,28401,6000,2,528.835,1057.67,875.21,556.76,500.91
125098,220745,39400,51000,2,103.16,206.32,170.72,125.52,80.8
125098,220745,21390,6000,4,57.28,229.12,189.6,105.9,123.22
125098,220745,32966,27000,3,80.52,241.56,199.89,170.36,71.2
125098,220745,37609,37000,1,266.11,266.11,220.21,145.57,120.54
125098,220745,39185,49000,2,143.995,287.99,238.31,180.9,107.09
125098,220745,13047,2000,26,11.25576923,292.65,242.17,180.11,112.54
125098,220745,37170,33000,3,104.4333333,313.3,259.25,127.9,185.4
125098,220745,37574,35000,2,157.765,315.53,261.09,186.35,129.18
125098,220745,61145,58000,2,176.0,352.0,291.28,268.24,83.76
125098,220745,24702,9000,1,436.81,436.81,361.46,269.6,167.21
125098,220745,39116,48000,1,460.76,460.76,381.28,320.16,140.6
125098,220745,26361,18000,2,240.605,481.21,398.19,269.34,211.87
125098,220745,28401,24000,1,528.84,528.84,437.6,278.38,250.46
125098,220745,25300,10000,5,109.118,545.59,451.46,279.68,265.91
125098,220745,63253,65000,3,191.4166667,574.25,475.18,275.13,299.12
125098,220745,28500,25000,1,579.31,579.31,479.3701,309.64,269.67
125098,220745,29260,26000,2,304.59,609.18,504.08,332.59,276.59
125098,220745,62616,61000,4,163.065,652.26,539.74,381.38,270.88
125098,220745,37606,36000,4,223.5425,894.17,739.91,460.56,433.61
125098,220745,48500,52000,2,620.945,1241.89,1027.65,653.74,588.15
125098,220745,11690,1000,24,105.2483333,2525.96,2090.2,801.3,1724.66
125098,220745,37441,34000,4,686.2925,2745.17,2271.5896,1377.1,1368.07
125098,220745,20990,5000,50,49.7406,2487.03,2562.97,1467.83,1019.2
125098,220745,67550,68000,22,697.7345455,15350.16,12702.04,7594.41,7755.75
125099,220746,26361,7000,1,240.6,240.6,199.1,134.67,105.93
125099,220746,29460,16000,2,211.13,422.26,349.42,195.77,226.49
125099,220746,26502,9000,1,514.13,514.13,425.44,273.05,241.08
125099,220746,38076,18000,2,300.225,600.45,496.87,231.26,369.19
125099,220746,20910,4000,2,451.42,902.84,747.08,521.96,380.88
125099,220746,67550,21000,5,697.734,3488.67,2886.83,1726.0,1762.67
124910,219553,61686,1000,8316,26.4525,219978.99,0.0,141265.56,78713.43
124911,219558,61685,1000,3564,21.5812991,76915.75,0.003200000006,51565.02,25350.73
124912,219289,33244,1000,1,622.02,622.02,0.0,293.76,328.26
124913,219799,33244,1000,1,622.02,622.02,0.0,293.76,328.26
124915,220674,30042,1000,1,285.4,285.4,0.0,107.18,178.22
124916,219542,31400,1000,648,35.42189815,22953.39,0.001200000002,16718.08,6235.31
124922,220424,11690,1000,2,105.25,210.5,174.18,66.78,143.72
124923,220514,604700,1000,1,298.08,298.08,276.92,208.73,89.35
124927,220199,39886,15000,10,20.406,204.06,178.44,71.58,132.48
124927,220199,28396,1000,40,7.629,305.16,266.84,131.6,173.56
124927,220199,26629,9000,3,154.0366667,462.11,404.08,190.54,271.57
124927,220199,239772,18000,2,240.775,481.55,421.07,193.44,288.11
124927,220199,38842,4000,5,102.918,514.59,449.96,267.87,246.72
124927,220199,386312,23000,1,823.19,823.19,719.81,479.78,343.41
124927,220199,380762,22000,3,268.55,805.65,872.79,388.18,417.47
124927,220199,485002,24000,2,659.88,1319.76,1154.02,704.93,614.83
124928,219952,34400,9000,4,129.9975,519.99,454.69,198.81,321.18
124928,219952,34581,4000,10,84.165,841.65,735.95,479.12,362.53
124928,219952,19485,15000,50,26.8672,1343.36,1174.64,390.5,952.86
124928,219952,265012,1000,6,643.1283333,3858.77,3374.17,1855.35,2003.42
124928,219952,67550,2000,6,680.265,4081.59,3569.01,2071.2,2010.39
124929,220003,36030,34000,20,10.1225,202.45,227.15,97.47,104.98
124929,220003,60078,49000,15,13.96733333,209.51,235.09,63.9,145.61
124929,220003,15236,1000,15,17.45933333,261.89,293.86,67.05,194.84
124929,220003,60794,54000,20,24.448,488.96,548.64,209.85,279.11
124929,220003,62725,73000,20,24.448,488.96,548.64,282.31,206.65
124929,220003,61484,64000,30,24.448,733.44,822.96,457.29,276.15
124929,220003,62871,38000,100,10.3579,1035.79,1162.21,497.18,538.61
124929,220003,36015,33000,100,17.4594,1745.94,1959.06,581.53,1164.41
124930,220011,60794,46000,15,24.448,366.72,411.48,157.39,209.33
124930,220011,36015,23000,25,17.4596,436.49,489.76,145.38,291.11
124932,216252,64300,1003,98,22.77,2231.46,2456.4778,1325.24,906.22
124938,218472,38786,43000,1,228.86,228.86,12.05,46.71,182.15
124938,218472,67550,77000,6,697.735,4186.41,3464.19,2071.2,2115.21
124941,218914,67550,38000,6,697.735,4186.41,3464.19,2071.2,2115.21
124943,219116,34701,40000,2,106.21,212.42,175.78,62.47,149.95
124944,219118,67550,1000,12,712.4241667,8549.09,6752.11,4142.41,4406.68
124945,219487,39186,56000,2,288.58,577.16,544.92,358.98,218.18
124946,219489,67550,1000,4,697.735,2790.94,2309.46,1380.8,1410.14
124948,219503,67550,2000,2,697.735,1395.47,1154.73,690.4,705.07
124950,219746,60450,77000,2,189.62,379.24,313.82,249.49,129.75
124951,219844,63002,15000,2,136.8,273.6,226.4,116.37,157.23
124951,219844,67550,16000,2,697.735,1395.47,1154.73,690.4,705.07
124953,219915,60450,2000,3,189.62,568.86,470.73,374.23,194.63
124953,219915,30500,19000,6,346.985,2081.91,1722.75,1632.34,449.57
124955,220181,67550,1000,2,705.08,1410.16,1140.04,690.4,719.76
124956,220188,67550,1000,30,697.7346667,20932.04,17320.96,10356.02,10576.02
124957,220189,26548,46000,5,64.334,321.67,373.18,219.85,101.82
124957,220189,38842,125000,5,99.226,496.13,468.42,267.87,228.26
124957,220189,28761,58000,20,81.1465,1622.93,1532.27,954.9,668.03
124958,220195,67550,1000,30,697.7346667,20932.04,17320.96,10356.02,10576.02
124961,220343,37170,20000,2,104.5,209.0,172.7,85.26,123.74
124961,220343,26361,16000,1,240.76,240.76,198.94,134.67,106.09
124961,220343,32721,45000,6,41.89833333,251.39,207.73,91.94,159.45
124961,220343,63002,4000,2,136.885,273.77,226.23,116.37,157.4
124961,220343,29255,9000,1,278.02,278.02,229.73,162.89,115.13
124961,220343,29312,34000,12,24.19083333,290.29,239.87,158.73,131.56
124961,220343,38051,22000,1,316.19,316.19,261.27,209.47,106.72
124961,220343,28771,43000,4,86.38,345.52,285.52,213.35,132.17
124961,220343,62948,2000,2,178.055,356.11,294.27,308.28,47.83
124961,220343,62949,3000,2,178.055,356.11,294.27,328.19,27.92
124961,220343,32720,44000,20,27.9195,558.39,461.41,154.06,404.33
124961,220343,31875,10000,1,629.92,629.92,520.5199,320.04,309.88
124961,220343,25300,33000,6,109.1866667,655.12,541.34,335.62,319.5
124961,220343,25883,26000,3,227.1833333,681.55,563.18,227.94,453.61
124961,220343,11690,38000,8,105.315,842.52,696.2,267.1,575.42
124961,220343,38826,40000,8,122.135,977.08,807.4,296.93,680.15
124961,220343,29071,39000,12,99.34666667,1192.16,985.12,358.37,833.79
124961,220343,48500,14000,2,621.34,1242.68,1026.86,653.74,588.94
124961,220343,17801,6000,2,783.665,1567.33,1295.13,899.38,667.95
124961,220343,45880,11000,4,420.3775,1681.51,1389.49,1152.64,528.87
124961,220343,28401,8000,4,529.17,2116.68,1749.08,1113.53,1003.15
124961,220343,27550,7000,4,593.8725,2375.49,1962.95,1210.61,1164.88
124961,220343,20990,42000,50,49.772,2488.6,2561.4,1467.83,1020.77
124961,220343,47801,13000,4,891.3175,3565.27,2946.09,1902.99,1662.28
124961,220343,47550,12000,8,635.53625,5084.29,4201.31,2552.4,2531.89
124963,220397,37441,1000,2,700.74,1401.48,1106.8998,688.55,712.93
124968,220475,28500,2000,1,846.94,846.94,211.7401,309.64,537.3
124969,220480,60776,35000,1,223.54,223.54,184.98,136.57,86.97
124969,220480,29753,14000,2,121.835,243.67,201.63,183.4,60.27
124969,220480,63130,40000,2,125.31,250.62,207.38,322.42,-71.8
124969,220480,30107,17000,2,127.2,254.4,210.52,121.24,133.16
124969,220480,63234,41000,1,342.0,342.0,283.0,275.56,66.44
124969,220480,39850,29000,2,230.25,460.5,474.56,411.45,49.05
124969,220480,48500,30000,1,620.95,620.95,513.82,326.87,294.08
124970,220492,35241,35000,4,51.87,207.48,187.48,136.92,70.56
124970,220492,25883,50000,1,217.96,217.96,196.95,75.98,141.98
124970,220492,26185,77000,2,109.82,219.64,198.48,184.92,34.72
124970,220492,61330,32000,3,87.71666667,263.15,237.79,189.19,73.96
124970,220492,38894,4000,2,134.66,269.32,243.36,98.98,170.34
124970,220492,62027,59000,3,95.37666667,286.13,258.55,215.33,70.8
124970,220492,63172,37000,6,51.48,308.88,279.12,178.83,130.05
124970,220492,38050,56000,2,158.24,316.48,285.98,215.54,100.94
124970,220492,34901,72000,12,27.25333333,327.04,295.52,148.55,178.49
124970,220492,26405,21000,12,30.00083333,360.01,325.31,117.32,242.69
124970,220492,63070,16000,10,43.822,438.22,395.98,190.1,248.12
124970,220492,61854,25000,3,149.8133333,449.44,406.13,256.62,192.82
124970,220492,62949,33000,3,170.8266667,512.48,463.09,492.28,20.2
124970,220492,28396,13000,100,7.5119,751.19,678.81,329.0,422.19
124970,220492,11690,20000,10,101.039,1010.39,913.01,333.88,676.51
124970,220492,62871,12000,100,11.5464,1154.64,1043.36,497.18,657.46
124970,220492,45880,75000,3,403.3066667,1209.92,1093.33,864.48,345.44
124970,220492,39436,5000,10,123.758,1237.58,1118.32,555.51,682.07
124970,220492,36031,2000,20,66.021,1320.42,1193.18,453.47,866.95
124970,220492,26502,74000,3,493.5666667,1480.7,1338.01,819.15,661.55
