Custkey,DateKey,Discount Amount,Invoice Date,Invoice Number,Item Class,Item Number,Item,Line Number,List Price,Order Number,Promised Delivery Date,Sales Amount,Sales Amount Based on List Price,Sales Cost Amount,Sales Margin Amount,Sales Price,Sales Quantity,Sales Rep,U/M
10023221,1/11/2017,305.52,2017/01/11,119792,P01,29395,Pearl White Zinfandel Wine,84000,74.97,216125,1/11/2017,369.21,674.73,245.4,123.81,41.02333333,9,136,EA
10023221,1/11/2017,326.97,2017/01/11,119792,P01,61495,Super Strawberry Preserves,160000,722.1,216125,1/11/2017,395.13,722.1,320.82,74.31,395.13,1,136,EA
10023221,1/11/2017,361.46,2017/01/11,119792,P01,24702,Fast Potato Chips,42000,798.27,216125,1/11/2017,436.81,798.27,269.6,167.21,436.81,1,136,EA
10023221,1/11/2017,440.95,2017/01/11,119792,P01,34699,Super Low Fat Apple Butter,111001,434.42,216125,1/11/2017,427.89,868.84,298.29,129.6,213.945,2,136,EA
10023221,1/11/2017,1722.75,2017/01/11,119792,P01,30500,Blue Label Canned Beets,97000,634.11,216125,1/11/2017,2081.91,3804.66,1632.34,449.57,346.985,6,136,EA
10023221,1/11/2017,3939.06,2017/01/11,119792,P01,38826,Ebony Macintosh Apples,135000,223.06,216125,1/11/2017,4760.28,8699.34,1447.55,3312.73,122.0584615,39,136,EA
10023221,1/11/2017,1235.74,2017/01/11,119795,P01,39346,Fantastic Wheat Bread,1000,257.36,216171,1/11/2017,1337.86,2573.6,1123.85,214.01,133.786,10,136,EA
10025919,1/11/2017,252.04,2017/01/11,119797,P01,29260,Monarch Ravioli,4000,556.63,216178,1/11/2017,304.59,556.63,166.3,138.29,304.59,1,108,EA
10025919,1/11/2017,1245.7,2017/01/11,119797,P01,38815,Ebony Fresh Lima Beans,14001,144.13,216178,1/11/2017,1348.64,2594.34,1019.55,329.09,74.92444444,18,108,EA
10022456,1/11/2017,221.14,2017/01/11,119799,P01,29255,Thresher Spicy Mints,10000,507.75,216221,1/11/2017,286.61,507.75,162.89,123.72,286.61,1,168,EA
10024248,1/11/2017,199.89,2017/01/11,119805,P01,32966,High Top Golden Delcious Apples,83000,147.15,216390,1/11/2017,241.56,441.45,170.36,71.2,80.52,3,113,EA
10024248,1/11/2017,205.71,2017/01/11,119805,P01,19730,Moms Low Fat Bologna,33000,227.15,216390,1/11/2017,248.59,454.3,202.5,46.09,124.295,2,113,EA
10024248,1/11/2017,249.45,2017/01/11,119805,P01,26150,Token Orange Juice,46000,550.91,216390,1/11/2017,301.46,550.91,87.35,214.11,301.46,1,113,EA
10025919,1/11/2017,374.98,2017/01/11,119806,P01,30210,Even Better Low Fat Cottage Cheese,77000,184.71,216401,1/11/2017,363.86,738.84,189.47,174.39,90.965,4,108,PR
10025919,1/11/2017,451.95,2017/01/11,119806,P01,39339,Fantastic White Bread,185001,235.31,216401,1/11/2017,489.29,941.24,357.61,131.68,122.3225,4,108,EA
10025919,1/11/2017,474.53,2017/01/11,119806,P01,39144,Nationeel Low Fat Chips,139001,247.07,216401,1/11/2017,513.75,988.28,357.61,156.14,128.4375,4,108,EA
10025919,1/11/2017,714.34,2017/01/11,119806,P01,28761,Ebony Fuji Apples,61001,157.76,216401,1/11/2017,863.26,1577.6,477.45,385.81,86.326,10,108,SE
10025919,1/11/2017,756.13,2017/01/11,119806,P01,29260,Monarch Ravioli,67000,556.63,216401,1/11/2017,913.76,1669.89,498.89,414.87,304.5866667,3,108,EA
10025919,1/11/2017,1167.12,2017/01/11,119806,P01,37132,Tell Tale Mandarin Oranges,102001,347.24,216401,1/11/2017,1263.56,2430.68,1030.68,232.88,180.5085714,7,108,EA
10025919,1/11/2017,1929.91,2017/01/11,119806,P01,61748,Carlson String Cheese,191000,803.86,216401,1/11/2017,2089.39,4019.3,2239.54,-150.15,417.878,5,108,EA
10025919,1/11/2017,187.62,2017/01/11,119807,P01,37880,Bravo Canned Yams,67000,207.18,216402,1/11/2017,226.74,414.36,119.61,107.13,113.37,2,108,EA
10025919,1/11/2017,249.45,2017/01/11,119807,P01,26150,Token Orange Juice,32000,550.91,216402,1/11/2017,301.46,550.91,87.35,214.11,301.46,1,108,EA
10025919,1/11/2017,266.52,2017/01/11,119807,P01,32966,High Top Golden Delcious Apples,56000,147.15,216402,1/11/2017,322.08,588.6,227.15,94.93,80.52,4,108,EA
10025919,1/11/2017,384.47,2017/01/11,119807,P01,30092,Just Right Chicken Ramen Soup,52000,283.03,216402,1/11/2017,464.62,849.09,231.29,233.33,154.8733333,3,108,EA
10025919,1/11/2017,574.25,2017/01/11,119807,P01,30500,Blue Label Canned Beets,54000,634.11,216402,1/11/2017,693.97,1268.22,544.11,149.86,346.985,2,108,EA
10025919,1/11/2017,2020.03,2017/01/11,119807,P01,38826,Ebony Macintosh Apples,79000,223.06,216402,1/11/2017,2441.17,4461.2,742.33,1698.84,122.0585,20,108,SE
10023221,1/11/2017,273.15,2017/01/11,119809,P01,29141,Nationeel Raspberry Fruit Roll,13000,301.62,216430,1/11/2017,330.09,603.24,183.83,146.26,165.045,2,136,EA
10023221,1/11/2017,762.55,2017/01/11,119809,P01,39116,Nationeel Avocado Dip,24000,842.04,216430,1/11/2017,921.53,1684.08,640.32,281.21,460.765,2,136,EA
10025051,1/11/2017,238.95,2017/01/11,119810,P01,38076,Cutting Edge Foot-Long Hot Dogs,18000,548.66,216474,1/11/2017,309.71,548.66,121.48,188.23,309.71,1,131,EA
10025051,1/11/2017,239.93,2017/01/11,119810,P01,26150,Token Orange Juice,7000,550.91,216474,1/11/2017,310.98,550.91,87.35,223.63,310.98,1,131,EA
10007564,1/11/2017,7391.3,2017/01/11,119813,,30348,National Large Brown Eggs,5000,1368.76,216506,1/11/2017,9033.82,16425.12,6511.39,2522.43,752.8183333,12,110,EA
10002506,1/11/2017,1944.18,2017/01/11,119817,P01,17801,Better Fancy Canned Sardines,9000,1431.23,216552,1/11/2017,2349.51,4293.69,1349.08,1000.43,783.17,3,103,EA
10020192,1/11/2017,248.43,2017/01/11,119818,P01,38076,Cutting Edge Foot-Long Hot Dogs,24000,548.66,216566,1/11/2017,300.23,548.66,121.48,178.75,300.23,1,130,EA
10020192,1/11/2017,459.82,2017/01/11,119818,P01,29255,Thresher Spicy Mints,13000,507.75,216566,1/11/2017,555.68,1015.5,325.78,229.9,277.84,2,130,EA
10022456,1/11/2017,242.42,2017/01/11,119821,P01,29260,Monarch Ravioli,7000,556.63,216609,1/11/2017,314.21,556.63,166.3,147.91,314.21,1,168,EA
10014739,1/11/2017,326.73,2017/01/11,119826,P01,34975,Better Canned Tuna in Water,1000,217.82,216754,1/11/2017,326.73,653.46,172.15,154.58,108.91,3,118,EA
10002506,1/11/2017,199.1,2017/01/11,119828,P01,26361,Bravo Canned Yams,3000,439.7,216776,1/11/2017,240.6,439.7,134.67,105.93,240.6,1,103,EA
10002506,1/11/2017,425.44,2017/01/11,119828,P01,26502,Bravo Large Canned Shrimp,4000,939.57,216776,1/11/2017,514.13,939.57,273.05,241.08,514.13,1,103,EA
10002506,1/11/2017,437.6,2017/01/11,119828,P01,28401,Ebony Prepared Salad,5000,966.44,216776,1/11/2017,528.84,966.44,278.38,250.46,528.84,1,103,EA
10002506,1/11/2017,513.82,2017/01/11,119828,P01,48500,Red Spade Low Fat Cole Slaw,8000,1134.77,216776,1/11/2017,620.95,1134.77,326.87,294.08,620.95,1,103,EA
10002506,1/11/2017,1051.13,2017/01/11,119828,P01,47550,Red Spade Turkey Hot Dogs,6000,1160.7,216776,1/11/2017,1270.27,2321.4,638.1,632.17,635.135,2,103,EA
10002506,1/11/2017,1474.17,2017/01/11,119828,P01,47801,Red Spade Foot-Long Hot Dogs,7000,1627.84,216776,1/11/2017,1781.51,3255.68,951.5,830.01,890.755,2,103,EA
10002506,1/11/2017,1944.18,2017/01/11,119828,P01,17801,Better Fancy Canned Sardines,1000,1431.23,216776,1/11/2017,2349.51,4293.69,1349.08,1000.43,783.17,3,103,EA
10025025,1/11/2017,167.27,2017/01/11,119830,P01,29394,Pearl Chardonnay,58000,123.14,216942,1/11/2017,202.15,369.42,37.68,164.47,67.38333333,3,143,EA
10025025,1/11/2017,194.91,2017/01/11,119830,P01,38808,Ebony Cauliflower,3000,202.96,216942,1/11/2017,211.01,405.92,139.56,71.45,105.505,2,143,EA
10025025,1/11/2017,194.91,2017/01/11,119830,P01,38821,Ebony Firm Tofu,6000,202.96,216942,1/11/2017,211.01,405.92,139.56,71.45,105.505,2,143,EA
10025025,1/11/2017,212.44,2017/01/11,119830,P01,29397,Fantastic Pumpernickel Bread,59000,156.39,216942,1/11/2017,256.73,469.17,148.11,108.62,85.57666667,3,143,EA
10025025,1/11/2017,226.67,2017/01/11,119830,P01,27110,Jumbo Small Eggs,42000,125.15,216942,1/11/2017,273.93,500.6,56.2,217.73,68.4825,4,143,EA
10025025,1/11/2017,261.47,2017/01/11,119830,P01,38051,Gorilla 1% Milk,75000,577.46,216942,1/11/2017,315.99,577.46,209.47,106.52,315.99,1,143,EA
10025025,1/11/2017,315.77,2017/01/11,119830,P01,30107,Just Right Fancy Canned Oysters,66000,232.46,216942,1/11/2017,381.61,697.38,181.86,199.75,127.2033333,3,143,EA
10025025,1/11/2017,316.79,2017/01/11,119830,,63253,Token Apple Drink,93000,349.81,216942,1/11/2017,382.83,699.62,183.42,199.41,191.415,2,143,EA
10025025,1/11/2017,347.64,2017/01/11,119830,P01,45880,Red Spade Low Fat Bologna,86000,767.75,216942,1/11/2017,420.11,767.75,288.16,131.95,420.11,1,143,EA
10025025,1/11/2017,371.77,2017/01/11,119830,P01,26370,Bravo Canned Tomatos,39000,205.26,216942,1/11/2017,449.27,821.04,230.15,219.12,112.3175,4,143,EA
10025025,1/11/2017,399.78,2017/01/11,119830,P01,32966,High Top Golden Delcious Apples,67000,147.15,216942,1/11/2017,483.12,882.9,340.73,142.39,80.52,6,143,EA
10025025,1/11/2017,498.9,2017/01/11,119830,P01,26150,Token Orange Juice,38000,550.91,216942,1/11/2017,602.92,1101.82,174.71,428.21,301.46,2,143,EA
10025025,1/11/2017,504.08,2017/01/11,119830,P01,29260,Monarch Ravioli,56000,556.63,216942,1/11/2017,609.18,1113.26,332.59,276.59,304.59,2,143,EA
10025025,1/11/2017,625.09,2017/01/11,119830,P01,601700,Club Cheese Spread,95000,218.18,216942,1/11/2017,683.99,1309.08,359.4,324.59,113.9983333,6,143,EA
10025025,1/11/2017,890.6,2017/01/11,119830,P01,30093,Just Right Canned Tuna in Water,63000,491.72,216942,1/11/2017,1076.28,1966.88,636.58,439.7,269.07,4,143,EA
10025025,1/11/2017,2625.62,2017/01/11,119830,P01,28401,Ebony Prepared Salad,47000,966.44,216942,1/11/2017,3173.02,5798.64,1670.29,1502.73,528.8366667,6,143,EA
10025025,1/11/2017,187.87,2017/01/11,119831,P01,25883,Colony English Muffins,36000,414.91,216947,1/11/2017,227.04,414.91,75.98,151.06,227.04,1,143,EA
10025025,1/11/2017,190.62,2017/01/11,119831,P01,25898,Landslide Sesame Oil,37000,420.99,216947,1/11/2017,230.37,420.99,226.39,3.98,230.37,1,143,EA
10025025,1/11/2017,270.97,2017/01/11,119831,P01,60036,Golden Frozen Pepperoni Pizza,90000,299.22,216947,1/11/2017,327.47,598.44,220.41,107.06,163.735,2,143,EA
10025025,1/11/2017,287.12,2017/01/11,119831,P01,30500,Blue Label Canned Beets,62000,634.11,216947,1/11/2017,346.99,634.11,272.06,74.93,346.99,1,143,EA
10025025,1/11/2017,303,2017/01/11,119831,P01,38826,Ebony Macintosh Apples,80000,223.06,216947,1/11/2017,366.18,669.18,111.35,254.83,122.06,3,143,SE
10025025,1/11/2017,340.01,2017/01/11,119831,P01,27110,Jumbo Small Eggs,44000,125.15,216947,1/11/2017,410.89,750.9,84.3,326.59,68.48166667,6,143,EA
10025025,1/11/2017,345.67,2017/01/11,119831,P01,37170,Fast BBQ Potato Chips,73000,190.85,216947,1/11/2017,417.73,763.4,170.53,247.2,104.4325,4,143,EA
10025025,1/11/2017,348.81,2017/01/11,119831,,34526,Great Wheat Bread,69000,256.78,216947,1/11/2017,421.53,770.34,180.63,240.9,140.51,3,143,EA
10025025,1/11/2017,385.98,2017/01/11,119831,P01,61754,Carlson Mild Cheddar Cheese,8000,803.86,216947,1/11/2017,417.88,803.86,474.05,-56.17,417.88,1,143,EA
10025025,1/11/2017,416.72,2017/01/11,119831,P01,601700,Club Cheese Spread,99000,218.18,216947,1/11/2017,456,872.72,239.6,216.4,114,4,143,EA
10025025,1/11/2017,427.77,2017/01/11,119831,,239782,BBB Best Strawberry Preserves,97000,472.36,216947,1/11/2017,516.95,944.72,237.42,279.53,258.475,2,143,EA
10025025,1/11/2017,520.9199,2017/01/11,119831,P01,31875,Golden Frozen Chicken Thighs,64000,1150.4399,216947,1/11/2017,629.52,1150.4399,320.04,309.48,629.52,1,143,EA
10025025,1/11/2017,522.55,2017/01/11,119831,P01,11690,High Top Dried Mushrooms,17000,192.34,216947,1/11/2017,631.49,1154.04,200.33,431.16,105.2483333,6,143,SE
10025025,1/11/2017,756.13,2017/01/11,119831,P01,29260,Monarch Ravioli,57000,556.63,216947,1/11/2017,913.76,1669.89,498.89,414.87,304.5866667,3,143,EA
10025025,1/11/2017,929.42,2017/01/11,119831,P01,26370,Bravo Canned Tomatos,41000,205.26,216947,1/11/2017,1123.18,2052.6,575.37,547.81,112.318,10,143,EA
10025025,1/11/2017,1135.7898,2017/01/11,119831,P01,37441,Atomic Mint Chocolate Bar,76000,1254.1899,216947,1/11/2017,1372.59,2508.3798,688.55,684.04,686.295,2,143,EA
10025025,1/11/2017,1312.81,2017/01/11,119831,P01,28401,Ebony Prepared Salad,49000,966.44,216947,1/11/2017,1586.51,2899.32,835.14,751.37,528.8366667,3,143,EA
10025025,1/11/2017,1323.6,2017/01/11,119831,P01,265062,Fabulous Berry Juice,98000,1461.57,216947,1/11/2017,1599.54,2923.14,983.08,616.46,799.77,2,143,EA
10025025,1/11/2017,1541.47,2017/01/11,119831,P01,48500,Red Spade Low Fat Cole Slaw,89000,1134.77,216947,1/11/2017,1862.84,3404.31,980.61,882.23,620.9466667,3,143,EA
10025025,1/11/2017,2876.2206,2017/01/11,119831,P01,28500,Ebony Squash,50000,1058.6801,216947,1/11/2017,3475.86,6352.0806,1857.87,1617.99,579.31,6,143,EA
10025025,1/11/2017,4254.37,2017/01/11,119831,P01,26502,Bravo Large Canned Shrimp,42000,939.57,216947,1/11/2017,5141.33,9395.7,2730.51,2410.82,514.133,10,143,EA
10025025,1/11/2017,170,2017/01/11,119832,P01,27110,Jumbo Small Eggs,31000,125.15,216951,1/11/2017,205.45,375.45,42.15,163.3,68.48333333,3,143,EA
10025025,1/11/2017,184.71,2017/01/11,119832,P01,32720,High Top Cauliflower,49000,50.99,216951,1/11/2017,223.21,407.92,61.63,161.58,27.90125,8,143,EA
10025025,1/11/2017,208.85,2017/01/11,119832,P01,5742,Red Spade Beef Bologna,9000,115.31,216951,1/11/2017,252.39,461.24,77.54,174.85,63.0975,4,143,EA
10025025,1/11/2017,210.52,2017/01/11,119832,P01,30107,Just Right Fancy Canned Oysters,46000,232.46,216951,1/11/2017,254.4,464.92,121.24,133.16,127.2,2,143,EA
10025025,1/11/2017,219.99,2017/01/11,119832,P01,29754,BBB Best Pepper,40000,485.84,216951,1/11/2017,265.85,485.84,162.5,103.35,265.85,1,143,EA
10025025,1/11/2017,227.61,2017/01/11,119832,,38772,Ebony Sweet Peas,61000,125.67,216951,1/11/2017,275.07,502.68,211.07,64,68.7675,4,143,EA
10025025,1/11/2017,231.61,2017/01/11,119832,P01,37215,Fast Salsa Dip,53000,152.12,216951,1/11/2017,224.75,456.36,148.78,75.97,74.91666667,3,143,PR
10025025,1/11/2017,255.62,2017/01/11,119832,P01,30613,Blue Label Turkey Noodle Soup,47000,564.53,216951,1/11/2017,308.91,564.53,137.36,171.55,308.91,1,143,EA
10025025,1/11/2017,261.27,2017/01/11,119832,P01,11690,High Top Dried Mushrooms,16000,192.34,216951,1/11/2017,315.75,577.02,100.16,215.59,105.25,3,143,SE
10025025,1/11/2017,272.79,2017/01/11,119832,P01,38050,Gorilla Chocolate Milk,56000,301.23,216951,1/11/2017,329.67,602.46,215.54,114.13,164.835,2,143,EA
10025025,1/11/2017,369.96,2017/01/11,119832,P01,37606,Colony Blueberry Muffins,55000,408.52,216951,1/11/2017,447.08,817.04,230.28,216.8,223.54,2,143,SE
10025025,1/11/2017,411.05,2017/01/11,119832,P01,62027,Big Time Home Style French Fries,73000,181.56,216951,1/11/2017,496.75,907.8,190.76,305.99,99.35,5,143,EA
10025025,1/11/2017,425.44,2017/01/11,119832,P01,26502,Bravo Large Canned Shrimp,29000,939.57,216951,1/11/2017,514.13,939.57,273.05,241.08,514.13,1,143,EA
10025025,1/11/2017,446.06,2017/01/11,119832,P01,29394,Pearl Chardonnay,39000,123.14,216951,1/11/2017,539.06,985.12,100.49,438.57,67.3825,8,143,EA
10025025,1/11/2017,501.11,2017/01/11,119832,P01,26161,Token Apple Juice,28000,1106.7,216951,1/11/2017,605.59,1106.7,293.17,312.42,605.59,1,143,EA
10025025,1/11/2017,667.95,2017/01/11,119832,P01,30093,Just Right Canned Tuna in Water,44000,491.72,216951,1/11/2017,807.21,1475.16,477.43,329.78,269.07,3,143,EA
10025025,1/11/2017,1703.6897,2017/01/11,119832,P01,37441,Atomic Mint Chocolate Bar,54000,1254.1899,216951,1/11/2017,2058.88,3762.5697,1032.83,1026.05,686.2933333,3,143,EA
10025025,1/11/2017,184.98,2017/01/11,119835,P01,37606,Colony Blueberry Muffins,40000,408.52,217031,1/11/2017,223.54,408.52,115.14,108.4,223.54,1,143,SE
10025025,1/11/2017,199.1,2017/01/11,119835,P01,26361,Bravo Canned Yams,27000,439.7,217031,1/11/2017,240.6,439.7,134.67,105.93,240.6,1,143,EA
10025025,1/11/2017,199.89,2017/01/11,119835,P01,32966,High Top Golden Delcious Apples,37000,147.15,217031,1/11/2017,241.56,441.45,170.36,71.2,80.52,3,143,EA
10025025,1/11/2017,223.62,2017/01/11,119835,P01,60448,High Top Summer Squash,49000,493.85,217031,1/11/2017,270.23,493.85,207.23,63,270.23,1,143,EA
10025025,1/11/2017,246.63,2017/01/11,119835,P01,62027,Big Time Home Style French Fries,52000,181.56,217031,1/11/2017,298.05,544.68,114.46,183.59,99.35,3,143,EA
10025025,1/11/2017,248.43,2017/01/11,119835,P01,38076,Cutting Edge Foot-Long Hot Dogs,42000,548.66,217031,1/11/2017,300.23,548.66,121.48,178.75,300.23,1,143,EA
10025025,1/11/2017,261.47,2017/01/11,119835,P01,38051,Gorilla 1% Milk,41000,577.46,217031,1/11/2017,315.99,577.46,209.47,106.52,315.99,1,143,EA
10025025,1/11/2017,504.08,2017/01/11,119835,P01,29260,Monarch Ravioli,34000,556.63,217031,1/11/2017,609.18,1113.26,332.59,276.59,304.59,2,143,EA
10025025,1/11/2017,513.82,2017/01/11,119835,P01,48500,Red Spade Low Fat Cole Slaw,47000,1134.77,217031,1/11/2017,620.95,1134.77,326.87,294.08,620.95,1,143,EA
10025025,1/11/2017,567.8999,2017/01/11,119835,P01,37441,Atomic Mint Chocolate Bar,39000,1254.1899,217031,1/11/2017,686.29,1254.1899,344.28,342.01,686.29,1,143,EA
10025025,1/11/2017,747.08,2017/01/11,119835,P01,20910,Moms Sliced Turkey,21000,824.96,217031,1/11/2017,902.84,1649.92,521.96,380.88,451.42,2,143,EA
10025025,1/11/2017,850.87,2017/01/11,119835,P01,26502,Bravo Large Canned Shrimp,29000,939.57,217031,1/11/2017,1028.27,1879.14,546.1,482.17,514.135,2,143,EA
10025919,1/11/2017,188.31,2017/01/11,119844,,38370,Imagine Pancake Mix,13000,196.09,217100,1/11/2017,203.87,392.18,67.59,136.28,101.935,2,108,SE
10025919,1/11/2017,193.54,2017/01/11,119844,P01,21395,Big Time Frozen Broccoli,4000,213.71,217100,1/11/2017,233.88,427.42,141.88,92,116.94,2,108,EA
10025919,1/11/2017,210.93,2017/01/11,119844,P01,61859,Urban Large Brown Eggs,31000,232.92,217100,1/11/2017,254.91,465.84,140.41,114.5,127.455,2,108,EA
10025919,1/11/2017,237.27,2017/01/11,119844,P01,38790,Ebony Shitake Mushrooms,16000,247.07,217100,1/11/2017,256.87,494.14,171.96,84.91,128.435,2,108,EA
10025919,1/11/2017,237.28,2017/01/11,119844,P01,39850,Washington Mango Drink,22000,467.53,217100,1/11/2017,230.25,467.53,205.72,24.53,230.25,1,108,SE
10025919,1/11/2017,292.36,2017/01/11,119844,P01,38805,Ebony Red Pepper,17000,202.96,217100,1/11/2017,316.52,608.88,209.34,107.18,105.5066667,3,108,EA
10025919,1/11/2017,385.98,2017/01/11,119844,P01,61750,Carlson Havarti Cheese,36000,803.86,217100,1/11/2017,417.88,803.86,435.76,-17.88,417.88,1,108,EA
10025919,1/11/2017,385.98,2017/01/11,119844,P01,61757,Carlson Buttermilk,37000,803.86,217100,1/11/2017,417.88,803.86,474.4,-56.52,417.88,1,108,EA
10025919,1/11/2017,529.62,2017/01/11,119844,P01,38109,Cutting Edge Sliced Ham,12000,1103,217100,1/11/2017,573.38,1103,513.15,60.23,573.38,1,108,EA
10025919,1/11/2017,557.58,2017/01/11,119844,P01,29394,Pearl Chardonnay,7000,123.14,217100,1/11/2017,673.82,1231.4,125.61,548.21,67.382,10,108,EA
10025919,1/11/2017,791.97,2017/01/11,119844,,63253,Token Apple Drink,35001,349.81,217100,1/11/2017,957.08,1749.05,458.54,498.54,191.416,5,108,EA
10025919,1/11/2017,905.6,2017/01/11,119844,P01,63002,Shady Lake Thai Rice,34000,250,217100,1/11/2017,1094.4,2000,465.48,628.92,136.8,8,108,EA
10025919,1/11/2017,2241.25,2017/01/11,119844,P01,20910,Moms Sliced Turkey,3000,824.96,217100,1/11/2017,2708.51,4949.76,1565.88,1142.63,451.4183333,6,108,EA
10002506,1/11/2017,180.59,2017/01/11,119852,P01,25300,Fast Dried Apples,11000,199.41,217158,1/11/2017,218.23,398.82,111.87,106.36,109.115,2,103,EA
10002506,1/11/2017,199.1,2017/01/11,119852,P01,26361,Bravo Canned Yams,12000,439.7,217158,1/11/2017,240.6,439.7,134.67,105.93,240.6,1,103,EA
10002506,1/11/2017,303,2017/01/11,119852,P01,38826,Ebony Macintosh Apples,17000,223.06,217158,1/11/2017,366.18,669.18,111.35,254.83,122.06,3,103,SE
10002506,1/11/2017,437.6,2017/01/11,119852,P01,28401,Ebony Prepared Salad,13000,966.44,217158,1/11/2017,528.84,966.44,278.38,250.46,528.84,1,103,EA
10002506,1/11/2017,648.06,2017/01/11,119852,P01,17801,Better Fancy Canned Sardines,6000,1431.23,217158,1/11/2017,783.17,1431.23,449.69,333.48,783.17,1,103,EA
10002506,1/11/2017,675.02,2017/01/11,119852,P01,30289,Even Better Strawberry Yogurt,14000,1490.76,217158,1/11/2017,815.74,1490.76,546.44,269.3,815.74,1,103,EA
10002506,1/11/2017,202,2017/01/11,119853,P01,38826,Ebony Macintosh Apples,15000,223.06,217159,1/11/2017,244.12,446.12,74.23,169.89,122.06,2,103,SE
10002506,1/11/2017,373.13,2017/01/11,119853,P01,36001,Big Time Frozen Cheese Pizza,13000,412.03,217159,1/11/2017,450.93,824.06,168.47,282.46,225.465,2,103,EA
10002506,1/11/2017,166.13,2017/01/11,119854,P01,22680,Tell Tale Firm Tofu,20000,36.69,217163,1/11/2017,200.77,366.9,88.4,112.37,20.077,10,103,EA
10002506,1/11/2017,172.83,2017/01/11,119854,P01,37170,Fast BBQ Potato Chips,35000,190.85,217163,1/11/2017,208.87,381.7,85.26,123.61,104.435,2,103,EA
10002506,1/11/2017,214.3,2017/01/11,119854,P01,28771,Ebony Oranges,30000,157.76,217163,1/11/2017,258.98,473.28,160.01,98.97,86.32666667,3,103,SE
10002506,1/11/2017,261.06,2017/01/11,119854,P01,5742,Red Spade Beef Bologna,4000,115.31,217163,1/11/2017,315.49,576.55,96.93,218.56,63.098,5,103,EA
10002506,1/11/2017,272.79,2017/01/11,119854,P01,38050,Gorilla Chocolate Milk,37000,301.23,217163,1/11/2017,329.67,602.46,215.54,114.13,164.835,2,103,EA
10002506,1/11/2017,373.54,2017/01/11,119854,P01,20910,Moms Sliced Turkey,19000,824.96,217163,1/11/2017,451.42,824.96,260.98,190.44,451.42,1,103,EA
10002506,1/11/2017,411.05,2017/01/11,119854,P01,62027,Big Time Home Style French Fries,52000,181.56,217163,1/11/2017,496.75,907.8,190.76,305.99,99.35,5,103,EA
10002506,1/11/2017,479.3701,2017/01/11,119854,P01,28500,Ebony Squash,29000,1058.6801,217163,1/11/2017,579.31,1058.6801,309.64,269.67,579.31,1,103,EA
10002506,1/11/2017,496.87,2017/01/11,119854,P01,38076,Cutting Edge Foot-Long Hot Dogs,39000,548.66,217163,1/11/2017,600.45,1097.32,242.96,357.49,300.225,2,103,EA
10002506,1/11/2017,870.92,2017/01/11,119854,P01,11690,High Top Dried Mushrooms,12000,192.34,217163,1/11/2017,1052.48,1923.4,333.88,718.6,105.248,10,103,SE
10002506,1/11/2017,982.22,2017/01/11,119854,P01,27550,Imagine Popsicles,26000,1084.61,217163,1/11/2017,1187,2169.22,605.31,581.69,593.5,2,103,EA
10002506,1/11/2017,1312.81,2017/01/11,119854,P01,28401,Ebony Prepared Salad,28000,966.44,217163,1/11/2017,1586.51,2899.32,835.14,751.37,528.8366667,3,103,EA
10016548,1/11/2017,272.2,2017/01/11,119865,,63672,Gorilla Strawberry Yogurt,1000,625,217193,1/11/2017,352.8,625,243.21,109.59,352.8,1,153,EA
10025919,1/11/2017,675.02,2017/01/11,119872,P01,30289,Even Better Strawberry Yogurt,1000,1490.76,217227,1/11/2017,815.74,1490.76,546.44,269.3,815.74,1,108,EA
10021485,1/11/2017,524.18,2017/01/11,119873,P01,15236,Great Muffins,1001,37.05,217231,1/11/2017,476.17,1000.35,120.69,355.48,17.63592593,27,141,EA
10025251,1/11/2017,840.8401,2017/01/11,119874,P01,36947,Tell Tale Prepared Salad,1000,1681.6801,217240,1/11/2017,840.84,1681.6801,576.25,264.59,840.84,1,112,EA
10024550,1/11/2017,666.43,2017/01/11,119888,P01,30289,Even Better Strawberry Yogurt,1000,1490.76,217329,1/11/2017,824.33,1490.76,546.44,277.89,824.33,1,107,EA
10011870,1/11/2017,1152.9,2017/01/11,330437,,60953,Best Choice Avocado Dip,1000,53.375,123971,1/11/2017,27669.6,28822.5,13872.49,13797.11,51.24,540,105,EA
10026606,1/11/2017,918.1412,2017/01/11,330439,,31400,Red Spade Pimento Loaf,1000,35.4219,123763,1/11/2017,22035.25,22953.3912,16718.08,5317.17,34.00501543,648,114,EA
10000469,1/11/2017,237.01,2017/01/11,330440,P01,29754,BBB Best Pepper,28000,485.84,122596,1/11/2017,248.83,485.84,158.18,90.65,248.83,1,142,EA
10000469,1/11/2017,449.8,2017/01/11,330441,P01,63070,Landslide Sesame Oil,26000,83.42,124377,1/11/2017,384.4,834.2,190.1,194.3,38.44,10,142,EA
10000469,1/11/2017,803.41,2017/01/11,330441,P01,62624,Tell Tale Almonds,1000,298,124377,1/11/2017,686.59,1490,468.29,218.3,137.318,5,142,EA
10000469,1/11/2017,4820.45,2017/01/11,330441,P01,62616,Tell Tale Limes,2000,298,124377,1/11/2017,4119.55,8940,2860.38,1259.17,137.3183333,30,142,EA
10000469,1/11/2017,4820.45,2017/01/11,330441,P01,63559,Gorilla String Cheese,4000,298,124377,1/11/2017,4119.55,8940,2854.36,1265.19,137.3183333,30,142,EA
10000469,1/11/2017,4820.45,2017/01/11,330441,P01,63560,Gorilla Low Fat String Cheese,3000,298,124377,1/11/2017,4119.55,8940,2862.38,1257.17,137.3183333,30,142,EA
